year,UF,Codmun6,code_city,life_exp,year_edu,population,hdi
2000,35,353430,3534302,74.37,10.44,35846,0.701
2000,35,353440,3534401,73.37,10.25,650160,0.706
2000,35,353450,3534500,70.88,10.02,2552,0.684
2000,35,353460,3534609,72.32,11.28,29452,0.705
2000,35,353470,3534708,73.9,10.41,93414,0.696
2000,35,353475,3534757,72.16,11.19,6259,0.668
2000,35,353480,3534807,69.75,10.51,7136,0.578
2000,35,353490,3534906,71.91,11.35,11631,0.66
2000,35,353500,3535002,70.95,10.7,9071,0.635
2000,35,353510,3535101,69.75,9.84,8418,0.574
2000,35,353520,3535200,72.2,10.98,10252,0.653
2000,35,353530,3535309,71.3,10.57,20549,0.671
2000,35,353540,3535408,72.19,9.95,13569,0.635
2000,35,353550,3535507,70.22,10.22,39465,0.663
2000,35,353560,3535606,71.89,10.02,16815,0.623
2000,35,353570,3535705,74.91,10.38,5416,0.631
2000,35,353580,3535804,71.37,9.24,15388,0.613
2000,35,353590,3535903,71.67,10.06,3626,0.644
2000,35,353600,3536000,73.11,10.43,11037,0.625
2000,35,353610,3536109,72.87,9.7,4688,0.627
2000,35,353620,3536208,72.55,10.22,17532,0.623
2000,35,353625,3536257,70.84,11.54,1948,0.646
2000,35,353630,3536307,73.14,10.05,11370,0.658
2000,35,353640,3536406,70.32,10.34,5269,0.603
2000,35,353650,3536505,73.26,9.92,50973,0.722
2000,35,353657,3536570,71.52,10.18,1871,0.63
2000,35,353660,3536604,69.95,10.85,8395,0.643
2000,35,353670,3536703,72.58,10.22,36193,0.663
2000,35,353680,3536802,70.31,9.49,5585,0.548
2000,35,353690,3536901,72.22,10.86,2723,0.611
2000,35,353700,3537008,72.42,9.8,14827,0.626
2000,35,353710,3537107,75.15,9.9,34926,0.667
2000,35,353715,3537156,74.91,11.35,2845,0.73
2000,35,353720,3537206,67.95,8.92,9096,0.595
2000,35,353730,3537305,73.37,10.31,54419,0.686
2000,35,353740,3537404,71.24,9.92,24896,0.664
2000,35,353750,3537503,73.82,10.14,6219,0.648
2000,35,353760,3537602,70.54,9.86,50755,0.655
2000,35,353770,3537701,69.47,10.95,4580,0.644
2000,35,353780,3537800,71.3,9.07,48434,0.617
2000,35,353790,3537909,69.39,9.96,23451,0.623
2000,35,353800,3538006,73.52,10.55,125149,0.694
2000,35,353810,3538105,73.12,10.36,12977,0.645
2000,35,353820,3538204,71.2,10.41,10934,0.613
2000,35,353830,3538303,70.5,10.06,3463,0.619
2000,35,353850,3538501,72.85,10.62,15128,0.69
2000,35,353860,3538600,71.94,9.13,22819,0.62
2000,35,353870,3538709,73.6,10.41,327110,0.71
2000,35,353880,3538808,70.7,10.37,27721,0.667
2000,35,353890,3538907,75.28,9.99,18206,0.669
2000,35,353900,3539004,74.22,10.56,9933,0.674
2000,35,353910,3539103,70.46,9.99,12280,0.621
2000,35,353920,3539202,71.68,10.5,21989,0.668
2000,35,353930,3539301,74.01,10.16,64587,0.715
2000,35,353940,3539400,73.34,10.08,10353,0.683
2000,35,353950,3539509,70.87,10.05,30898,0.627
2000,35,353960,3539608,70.7,10.14,3644,0.605
2000,35,353970,3539707,69.76,9.74,2851,0.564
2000,35,353980,3539806,72.11,10.8,95381,0.699
2000,35,353990,3539905,73.99,10.94,4767,0.7
2000,35,354000,3540002,74.96,11.03,18112,0.719
2000,35,354010,3540101,72.52,11.05,3683,0.669
2000,35,354020,3540200,70.44,9.48,29603,0.595
2000,35,354025,3540259,71.93,10.54,3524,0.602
2000,35,354030,3540309,69.58,11.1,2538,0.621
2000,35,354040,3540408,70.51,10.27,4429,0.601
2000,35,354050,3540507,73.73,9.14,6619,0.619
2000,35,354060,3540606,71.63,9.62,45160,0.646
2000,35,354070,3540705,71.35,10.21,47271,0.688
2000,35,354075,3540754,68.42,10.35,13511,0.6
2000,35,354080,3540804,73.64,10.51,13613,0.674
2000,35,354085,3540853,71.56,10.02,1427,0.57
2000,35,354090,3540903,69.78,10.19,12251,0.644
2000,35,354100,3541000,73.05,9.9,191922,0.686
2000,35,354105,3541059,70.23,9.9,3944,0.621
2000,35,354110,3541109,69.78,10.76,4205,0.642
2000,35,354120,3541208,71.54,10.78,13656,0.671
2000,35,354130,3541307,70.65,10.26,38850,0.665
2000,35,354140,3541406,73.38,11.2,187231,0.746
2000,35,354150,3541505,73.54,10.67,35551,0.701
2000,35,354160,3541604,71.5,10.55,30706,0.653
2000,35,354165,3541653,73.1,8.3,2620,0.567
2000,35,354170,3541703,71.42,10.77,11473,0.653
2000,35,354180,3541802,69.25,9.66,2171,0.572
2000,35,354190,3541901,70.79,9.68,8974,0.615
2000,35,354200,3542008,71.14,10.48,5443,0.634
2000,35,354210,3542107,71.4,10.32,8347,0.648
2000,35,354220,3542206,71.9,11.27,28586,0.68
2000,35,354230,3542305,71.73,8.75,4021,0.552
2000,35,354240,3542404,72.84,10.53,16945,0.691
2000,35,354250,3542503,70.77,10.14,4681,0.64
2000,35,354260,3542602,72.16,10.01,53323,0.65
2000,35,354270,3542701,71.9,9.54,5553,0.62
2000,35,354280,3542800,67.66,9.1,3468,0.574
2000,35,354290,3542909,71.66,10.03,11160,0.645
2000,35,354300,3543006,66.95,8.04,21096,0.462
2000,35,354310,3543105,69.74,9.78,3875,0.572
2000,35,354320,3543204,71.34,10.15,4467,0.603
2000,35,354323,3543238,70.5,11.52,2222,0.612
2000,35,354325,3543253,69.6,8.84,7262,0.56
2000,35,354330,3543303,73.8,10.71,103877,0.718
2000,35,354340,3543402,72.46,10.45,499762,0.733
2000,35,354350,3543501,70.22,9.84,7159,0.555
2000,35,354360,3543600,72.42,9.76,3289,0.624
2000,35,354370,3543709,70.14,10.86,10224,0.634
2000,35,354380,3543808,71.35,10.72,10062,0.655
2000,35,354390,3543907,73.76,10.33,167152,0.734
2000,35,354400,3544004,72.14,10.17,23282,0.664
2000,35,354410,3544103,71.11,10.11,36836,0.625
2000,35,354420,3544202,69.17,10.39,7684,0.602
2000,35,354425,3544251,72.66,10.85,23407,0.688
2000,35,354430,3544301,70.79,10.72,8510,0.642
2000,35,354440,3544400,72.18,11.23,2337,0.637
2000,35,354450,3544509,70.87,11.3,2609,0.677
2000,35,354460,3544608,71.17,9.6,4944,0.623
2000,35,354470,3544707,69.34,11.48,2439,0.601
2000,35,354480,3544806,71.76,9.32,4517,0.647
2000,35,354490,3544905,71.64,10.22,9303,0.659
2000,35,354500,3545001,70.44,9.69,14224,0.621
2000,35,354510,3545100,72.3,10.64,4383,0.607
2000,35,354515,3545159,76.09,11.39,5794,0.751
2000,35,354520,3545209,73.78,10.22,92571,0.693
2000,35,354530,3545308,72.47,9.74,34014,0.63
2000,35,354540,3545407,69.53,10.36,8386,0.623
2000,35,354550,3545506,72.01,10.91,3000,0.646
2000,35,354560,3545605,73.78,10.98,13303,0.643
2000,35,354570,3545704,71.93,10.53,5405,0.657
2000,35,354580,3545803,73.95,10.54,168871,0.688
2000,35,354600,3546009,71.26,10.53,12923,0.657
2000,35,354610,3546108,70.39,10.9,2123,0.608
2000,35,354620,3546207,75.62,10.14,3513,0.691
2000,35,354625,3546256,72.26,10.96,1790,0.674
2000,35,354630,3546306,71.46,9.6,25445,0.632
2000,35,354640,3546405,73.04,10.09,40590,0.672
2000,35,354650,3546504,69.4,10.34,5393,0.644
2000,35,354660,3546603,73.53,10.23,26306,0.706
2000,35,354670,3546702,71.67,10.05,15861,0.644
2000,35,354680,3546801,71.82,9.66,43156,0.628
2000,35,354690,3546900,73.06,10.99,7849,0.669
2000,35,354700,3547007,71.53,9.57,4653,0.59
2000,35,354710,3547106,70.32,10.36,2791,0.631
2000,35,354720,3547205,74.91,11.55,1894,0.683
2000,35,354730,3547304,73.29,9.66,71629,0.713
2000,35,354740,3547403,70.25,9.75,2695,0.632
2000,35,354750,3547502,73.52,9.77,25443,0.721
2000,35,354760,3547601,73.35,9.82,21304,0.655
2000,35,354765,3547650,75.82,11.54,1379,0.673
2000,35,354770,3547700,73.16,10.85,20686,0.684
2000,35,354780,3547809,72.46,10.74,640396,0.738
2000,35,354790,3547908,70.49,9.62,5728,0.607
2000,35,354800,3548005,73.05,9.63,17909,0.619
2000,35,354805,3548054,71.24,11.22,6886,0.659
2000,35,354810,3548104,71.54,7.8,6138,0.615
2000,35,354820,3548203,71.94,9.27,6260,0.616
2000,35,354830,3548302,72.27,11.21,2526,0.666
2000,35,354840,3548401,72.15,10.77,3815,0.642
2000,35,354850,3548500,73.58,11.2,412652,0.785
2000,35,354860,3548609,70.69,9.31,10238,0.601
2000,35,354870,3548708,72.93,10.44,698628,0.74
2000,35,354880,3548807,77.18,11.47,138450,0.82
2000,35,354890,3548906,73.06,10.54,191472,0.736
2000,35,354900,3549003,70.4,10.75,2863,0.631
2000,35,354910,3549102,74.97,10.25,76794,0.722
2000,35,354920,3549201,70.31,9.05,2655,0.642
2000,35,354925,3549250,70.62,11.53,1662,0.677
2000,35,354930,3549300,70.32,10.61,2157,0.641
2000,35,354940,3549409,73.15,10.53,41360,0.686
2000,35,354950,3549508,70.05,9.62,8032,0.581
2000,35,354960,3549607,71.83,9.02,4083,0.614
2000,35,354970,3549706,74.24,10.05,49947,0.701
2000,35,354980,3549805,73.78,10.71,355149,0.745
2000,35,354990,3549904,73.39,10.78,533866,0.739
2000,35,354995,3549953,69.44,9.41,11473,0.6
2000,35,355000,3550001,69.7,9.46,10367,0.575
2000,35,355010,3550100,71.35,9.87,36131,0.645
2000,35,355020,3550209,69.77,9.4,31022,0.587
2000,35,355030,3550308,72.75,10.3,10277518,0.733
2000,35,355040,3550407,73.7,9.55,27739,0.677
2000,35,355050,3550506,71.32,10.33,6848,0.599
2000,35,355060,3550605,74.25,9.61,66051,0.69
2000,35,355070,3550704,72.76,9.89,57163,0.663
2000,35,355080,3550803,71.65,9.43,12432,0.606
2000,35,355090,3550902,73.98,10.47,13220,0.689
2000,35,355100,3551009,72.81,10.36,300538,0.689
2000,35,355110,3551108,70.33,9.56,7734,0.598
2000,35,355120,3551207,70.47,8.72,3634,0.534
2000,35,355130,3551306,73.12,11.85,2546,0.671
2000,35,355140,3551405,69.22,9.96,7396,0.596
2000,35,355150,3551504,69.86,9.59,32517,0.612
2000,35,355160,3551603,73.89,10.14,23578,0.704
2000,35,355170,3551702,73.96,10.22,94143,0.692
2000,35,355180,3551801,69,9.32,13316,0.546
2000,35,355190,3551900,72.21,10.32,13490,0.638
2000,35,355200,3552007,72.48,9.04,5348,0.574
2000,35,355210,3552106,72.05,9.4,32214,0.63
2000,35,355220,3552205,73.38,10.28,488395,0.721
2000,35,355230,3552304,69.92,10.92,7365,0.649
2000,35,355240,3552403,73.09,9.78,196116,0.658
2000,35,355250,3552502,70.44,10.25,227737,0.662
2000,35,355255,3552551,69.29,10.26,2741,0.591
2000,35,355260,3552601,72.42,11.08,10396,0.658
2000,35,355270,3552700,71.59,9.99,12951,0.606
2000,35,355280,3552809,73.59,9.87,195245,0.689
2000,35,355290,3552908,72.01,11.13,5221,0.621
2000,35,355300,3553005,72.72,9.29,7453,0.611
2000,35,355310,3553104,70.09,9.65,5612,0.62
2000,35,355320,3553203,74,11.95,5501,0.697
2000,35,355330,3553302,70.76,9.7,22045,0.621
2000,35,355340,3553401,71.38,10.68,22503,0.668
2000,35,355350,3553500,70.91,8.89,8523,0.579
2000,35,355360,3553609,72.75,10.17,12828,0.643
2000,35,355365,3553658,71.05,10.69,2722,0.627
2000,35,355370,3553708,72.08,10.18,50921,0.664
2000,35,355380,3553807,69.51,9.2,21871,0.591
2000,35,355385,3553856,69.69,8.39,4466,0.498
2000,35,355390,3553906,72.01,10.74,5764,0.611
2000,35,355395,3553955,72.56,10.54,10699,0.654
2000,35,355400,3554003,73.58,9.51,91895,0.672
2000,35,355410,3554102,73.79,10.53,242047,0.734
2000,35,355420,3554201,69.59,8.51,5284,0.54
2000,35,355430,3554300,70.65,9.86,19511,0.625
2000,35,355440,3554409,72.15,10.43,7681,0.609
2000,35,355450,3554508,73.96,10.11,31471,0.698
2000,35,355460,3554607,68.8,10.47,2706,0.593
2000,35,355465,3554656,72.17,9.84,2015,0.575
2000,35,355470,3554706,73.11,10.53,8798,0.667
2000,35,355475,3554755,67.46,9.88,1380,0.571
2000,35,355480,3554805,74.18,10.22,32485,0.705
2000,35,355490,3554904,71.83,11.13,5130,0.646
2000,35,355495,3554953,73.82,8.7,5083,0.604
2000,35,355500,3555000,74.05,10.57,62299,0.691
2000,35,355510,3555109,74,10.99,13212,0.713
2000,35,355520,3555208,72.04,11.68,1894,0.67
2000,35,355530,3555307,71.95,10.45,2358,0.653
2000,35,355535,3555356,72.59,10.05,4157,0.596
2000,35,355540,3555406,69.88,9.56,65775,0.633
2000,35,355550,3555505,69.33,10.41,4129,0.586
2000,35,355560,3555604,71.1,10.08,9001,0.652
2000,35,355570,3555703,72.88,10.6,1354,0.597
2000,35,355580,3555802,70.24,11.15,8799,0.655
2000,35,355590,3555901,69.52,9.77,1396,0.645
2000,35,355600,3556008,72.62,11.22,11765,0.686
2000,35,355610,3556107,72.6,9.43,8527,0.651
2000,35,355620,3556206,73.65,10.43,82681,0.741
2000,35,355630,3556305,70.19,10.32,17680,0.669
2000,35,355635,3556354,73.65,10.27,6964,0.596
2000,35,355640,3556404,71.63,9.44,36124,0.635
2000,35,355645,3556453,73.3,10.18,32468,0.659
2000,35,355650,3556503,73,10.04,92400,0.646
2000,35,355660,3556602,70.22,10.25,11016,0.665
2000,35,355670,3556701,74.67,10.33,46737,0.749
2000,35,355680,3556800,72.24,10.28,15904,0.646
2000,35,355690,3556909,72.19,10.86,4749,0.668
2000,35,355695,3556958,69.26,11.61,1645,0.571
2000,35,355700,3557006,72.61,10.38,95439,0.688
2000,35,355710,3557105,73.92,10.72,75324,0.723
2000,35,355715,3557154,73.18,9.61,1947,0.64
2000,35,355720,3557204,71.66,9.96,12131,0.642
2000,35,355730,3557303,72.18,9.96,8856,0.638
2010,35,350010,3500105,76.13,10.39,33490,0.79
2010,35,350020,3500204,75.62,10.13,3557,0.73
2010,35,350030,3500303,76.49,8.57,32089,0.715
2010,35,350040,3500402,78.13,9.4,7510,0.781
2010,35,350050,3500501,75.76,9.92,17120,0.745
2010,35,350055,3500550,75.41,9.17,5583,0.757
2010,35,350060,3500600,78.37,10.83,2680,0.854
2010,35,350070,3500709,75.67,10.03,34140,0.745
2010,35,350075,3500758,73.27,10.52,4863,0.712
2010,35,350080,3500808,75.41,11.04,3885,0.741
2010,35,350090,3500907,73,7.62,3795,0.687
2010,35,350100,3501004,75.57,10.6,15527,0.73
2010,35,350110,3501103,74,10.8,4102,0.7
2010,35,350115,3501152,75.47,10.54,16753,0.766
2010,35,350120,3501202,73.35,10.13,3897,0.728
2010,35,350130,3501301,75.03,10.58,23494,0.758
2010,35,350140,3501400,73.31,11.27,3294,0.688
2010,35,350150,3501509,72.48,11.33,2993,0.722
2010,35,350160,3501608,77.55,10.6,209811,0.811
2010,35,350170,3501707,76.12,11.2,34381,0.751
2010,35,350180,3501806,74.04,11.61,5697,0.745
2010,35,350190,3501905,77.27,9.68,65521,0.785
2010,35,350200,3502002,76.66,11.46,4254,0.754
2010,35,350210,3502101,78.07,10.38,54242,0.779
2010,35,350220,3502200,74.6,9.55,22134,0.719
2010,35,350230,3502309,76.78,10.19,5554,0.721
2010,35,350240,3502408,75.67,10.35,3710,0.741
2010,35,350250,3502507,74.67,10.5,34630,0.755
2010,35,350260,3502606,73.25,11.48,4423,0.721
2010,35,350270,3502705,75.07,10.82,25062,0.71
2010,35,350275,3502754,73.86,9.99,16922,0.704
2010,35,350280,3502804,75.46,11.08,180537,0.788
2010,35,350290,3502903,76.61,11.47,27189,0.776
2010,35,350300,3503000,76.34,8.56,5152,0.74
2010,35,350310,3503109,73.36,8.64,6074,0.685
2010,35,350315,3503158,73.72,9.83,2492,0.68
2010,35,350320,3503208,77.64,10.85,206646,0.815
2010,35,350330,3503307,76.55,10.15,117824,0.781
2010,35,350335,3503356,73.52,10.37,1917,0.722
2010,35,350340,3503406,75.37,11.61,7817,0.744
2010,35,350350,3503505,73.18,11.1,3636,0.697
2010,35,350360,3503604,74.37,10.94,10547,0.695
2010,35,350370,3503703,73.75,11.75,8532,0.733
2010,35,350380,3503802,74.63,9.93,44074,0.749
2010,35,350390,3503901,76.95,10.75,74649,0.784
2010,35,350395,3503950,76.83,12.18,1806,0.735
2010,35,350400,3504008,76.91,10.41,93038,0.805
2010,35,350410,3504107,76.03,9.68,125501,0.765
2010,35,350420,3504206,75.41,10.26,14153,0.773
2010,35,350430,3504305,74.77,10.71,4915,0.714
2010,35,350440,3504404,74,10.13,10128,0.705
2010,35,350450,3504503,76.97,10.1,80833,0.767
2010,35,350460,3504602,73.31,11.1,14593,0.746
2010,35,350470,3504701,73.55,11.4,1365,0.669
2010,35,350480,3504800,75.08,11.08,8145,0.756
2010,35,350490,3504909,77.29,10.86,10154,0.733
2010,35,350500,3505005,74.22,10.57,3085,0.711
2010,35,350510,3505104,75.57,10.29,6414,0.699
2010,35,350520,3505203,77.04,9.93,31448,0.75
2010,35,350530,3505302,77.12,10.77,35157,0.788
2010,35,350535,3505351,71.72,11.07,5241,0.66
2010,35,350540,3505401,72.53,10.46,7667,0.641
2010,35,350550,3505500,77.5,10.42,111603,0.789
2010,35,350560,3505609,74.74,11.19,28487,0.725
2010,35,350570,3505708,76.96,9.83,240055,0.786
2010,35,350580,3505807,75.86,10.92,20415,0.751
2010,35,350590,3505906,75.41,10.42,56264,0.761
2010,35,350600,3506003,76.26,10.58,339422,0.801
2010,35,350610,3506102,76.16,11.18,74728,0.78
2010,35,350620,3506201,74.17,9.68,2674,0.744
2010,35,350630,3506300,75.26,10.69,10650,0.734
2010,35,350635,3506359,74.03,10.08,47239,0.73
2010,35,350640,3506409,75.7,10.4,7019,0.768
2010,35,350650,3506508,77.14,10.62,108248,0.78
2010,35,350660,3506607,72.7,10.16,28531,0.712
2010,35,350670,3506706,73.63,9.45,13617,0.681
2010,35,350680,3506805,75.41,10.44,10717,0.742
2010,35,350690,3506904,74.23,9.6,9618,0.705
2010,35,350700,3507001,76.67,11.02,48145,0.78
2010,35,350710,3507100,73.1,9.09,19689,0.713
2010,35,350715,3507159,71.49,10.48,3549,0.66
2010,35,350720,3507209,76.77,11.92,805,0.746
2010,35,350730,3507308,76.93,10.61,4265,0.754
2010,35,350740,3507407,74.83,10.38,14416,0.73
2010,35,350745,3507456,75.73,9.73,2275,0.705
2010,35,350750,3507506,77.13,10.45,126813,0.8
2010,35,350760,3507605,76.67,10.18,145407,0.776
2010,35,350770,3507704,74.77,11.35,4997,0.737
2010,35,350775,3507753,74.54,9.08,2551,0.71
2010,35,350780,3507803,76.81,9.96,21023,0.755
2010,35,350790,3507902,73.9,9.19,21515,0.74
2010,35,350800,3508009,72.94,10.52,18489,0.667
2010,35,350810,3508108,75.31,10.59,15350,0.763
2010,35,350820,3508207,74.79,10.03,4049,0.735
2010,35,350830,3508306,73.68,11.25,4356,0.694
2010,35,350840,3508405,74.67,9.62,41489,0.738
2010,35,350850,3508504,76.5,10.94,84377,0.788
2010,35,350860,3508603,75.19,10.33,29922,0.764
2010,35,350870,3508702,76.45,9.92,18434,0.72
2010,35,350880,3508801,77.01,9.83,16509,0.742
2010,35,350890,3508900,74.37,11.78,4055,0.729
2010,35,350900,3509007,76.68,11.08,86294,0.781
2010,35,350910,3509106,73.13,11.4,4871,0.697
2010,35,350920,3509205,73.59,10.45,64040,0.728
2010,35,350925,3509254,74.89,10.39,28207,0.694
2010,35,350930,3509304,74.32,11.75,9760,0.734
2010,35,350940,3509403,74.52,9.92,23277,0.713
2010,35,350945,3509452,75.77,10.87,5530,0.717
2010,35,350950,3509502,76.59,10.1,1071983,0.805
2010,35,350960,3509601,75.4,10.4,73614,0.769
2010,35,350970,3509700,76.1,10.35,47287,0.749
2010,35,350980,3509809,74.41,10.47,4537,0.706
2010,35,350990,3509908,76.07,10.77,12144,0.72
2010,35,350995,3509957,72.83,10.27,4384,0.704
2010,35,351000,3510005,75.71,10.75,29731,0.747
2010,35,351010,3510104,76.79,11.99,2668,0.789
2010,35,351015,3510153,72.46,11.72,4362,0.68
2010,35,351020,3510203,74.55,11.72,46014,0.721
2010,35,351030,3510302,74.36,9.74,17220,0.699
2010,35,351040,3510401,75.89,9.08,47858,0.75
2010,35,351050,3510500,75.68,11.01,99908,0.759
2010,35,351060,3510609,75.52,10.22,368909,0.749
2010,35,351070,3510708,76.18,10.38,11762,0.722
2010,35,351080,3510807,75.08,9.25,25971,0.73
2010,35,351090,3510906,76.81,9.75,2624,0.734
2010,35,351100,3511003,74.63,11.28,17531,0.731
2010,35,351110,3511102,76.2,10.71,112210,0.785
2010,35,351120,3511201,76.12,10.72,7080,0.751
2010,35,351130,3511300,77.3,10.47,7933,0.766
2010,35,351140,3511409,74.23,11.21,17288,0.729
2010,35,351150,3511508,76.21,10.64,39409,0.782
2010,35,351160,3511607,73.23,9.99,14493,0.706
2010,35,351170,3511706,74.18,9.19,15029,0.736
2010,35,351190,3511904,74.25,10.46,7035,0.725
2010,35,351200,3512001,75.71,10.29,17279,0.757
2010,35,351210,3512100,73.13,10.29,5982,0.71
2010,35,351220,3512209,74.64,10.87,25103,0.708
2010,35,351230,3512308,75.19,9.62,16191,0.736
2010,35,351240,3512407,76.45,9.26,20946,0.758
2010,35,351250,3512506,73.96,9.65,5224,0.719
2010,35,351260,3512605,73.64,11.49,4991,0.69
2010,35,351270,3512704,75.43,10.37,3869,0.754
2010,35,351280,3512803,77.57,10.4,58542,0.769
2010,35,351290,3512902,75.96,10.92,7188,0.722
2010,35,351300,3513009,76.05,10.48,199437,0.78
2010,35,351310,3513108,76.44,10.21,31565,0.756
2010,35,351320,3513207,73.11,10.44,7565,0.734
2010,35,351330,3513306,76.18,11.28,2272,0.774
2010,35,351340,3513405,77.28,10.7,76867,0.788
2010,35,351350,3513504,74.23,10.1,118004,0.737
2010,35,351360,3513603,74.54,10.3,21721,0.684
2010,35,351370,3513702,76.92,10.53,30629,0.76
2010,35,351380,3513801,75.65,9.59,385473,0.757
2010,35,351385,3513850,75.54,11.28,1689,0.741
2010,35,351390,3513900,75.97,9.59,11026,0.734
2010,35,351400,3514007,74.1,11.18,7939,0.718
2010,35,351410,3514106,76.17,10.45,24650,0.725
2010,35,351420,3514205,74.5,12.24,2094,0.742
2010,35,351430,3514304,73.66,10.97,8575,0.738
2010,35,351440,3514403,75.51,10.16,41992,0.776
2010,35,351450,3514502,75.24,11.26,12211,0.748
2010,35,351460,3514601,75.91,10.79,8143,0.744
2010,35,351470,3514700,75.01,10.59,6298,0.745
2010,35,351480,3514809,75.82,9.81,14608,0.691
2010,35,351490,3514908,74.32,9.54,15563,0.695
2010,35,351492,3514924,74.51,11.93,3120,0.747
2010,35,351495,3514957,75.42,10.75,2423,0.73
2010,35,351500,3515004,75.33,9.98,239841,0.735
2010,35,351510,3515103,75.01,10.22,62320,0.749
2010,35,351512,3515129,73.28,11.12,3001,0.727
2010,35,351515,3515152,73.87,9.68,15658,0.732
2010,35,351518,3515186,77.31,10.03,41568,0.787
2010,35,351519,3515194,74.12,9.18,4233,0.696
2010,35,351520,3515202,77.4,9.75,8183,0.76
2010,35,351530,3515301,74.1,11.93,2619,0.74
2010,35,351535,3515350,73.13,10.49,9456,0.704
2010,35,351540,3515400,77.02,9.53,15194,0.732
2010,35,351550,3515509,77.31,11.22,64444,0.797
2010,35,351560,3515608,76.55,10.54,5518,0.758
2010,35,351565,3515657,75.55,11.92,1561,0.703
2010,35,351570,3515707,74.65,10.77,168022,0.738
2010,35,351580,3515806,72.74,12.45,1750,0.727
2010,35,351590,3515905,73.49,9.89,2999,0.747
2010,35,351600,3516002,73.44,10.76,11568,0.715
2010,35,351610,3516101,74.19,7.92,2829,0.713
2010,35,351620,3516200,75.5,11.19,317558,0.78
2010,35,351630,3516309,73.91,10.32,154059,0.703
2010,35,351640,3516408,76.09,10.2,123427,0.731
2010,35,351650,3516507,73.54,10.07,2708,0.763
2010,35,351660,3516606,74.36,11.09,6935,0.709
2010,35,351670,3516705,75.93,11,42771,0.769
2010,35,351680,3516804,74.03,10.31,4185,0.723
2010,35,351685,3516853,73.14,10.91,4419,0.719
2010,35,351690,3516903,73.5,11.26,10616,0.747
2010,35,351700,3517000,73.76,10.66,9585,0.717
2010,35,351710,3517109,76.47,10.97,4545,0.735
2010,35,351720,3517208,76.16,10.73,10619,0.739
2010,35,351730,3517307,74.77,10.49,5414,0.728
2010,35,351740,3517406,74.46,10.21,37339,0.753
2010,35,351750,3517505,76.93,8.67,17809,0.725
2010,35,351760,3517604,73.37,9.55,17832,0.675
2010,35,351770,3517703,74.55,10.74,19801,0.718
2010,35,351780,3517802,73.2,11.09,8371,0.719
2010,35,351790,3517901,75.37,9.67,9946,0.737
2010,35,351800,3518008,73.34,10.92,1966,0.732
2010,35,351810,3518107,74.93,11.74,6387,0.713
2010,35,351820,3518206,75.39,10.72,30494,0.763
2010,35,351830,3518305,74.03,10.67,25691,0.731
2010,35,351840,3518404,78.17,11.02,111540,0.798
2010,35,351850,3518503,73.27,10.29,11720,0.687
2010,35,351860,3518602,73.63,10.37,35344,0.719
2010,35,351870,3518701,76.23,10,290055,0.751
2010,35,351880,3518800,74.83,10.15,1213492,0.763
2010,35,351885,3518859,74.34,10.28,6947,0.743
2010,35,351890,3518909,73.49,9.68,4708,0.697
2010,35,351900,3519006,73.52,11.56,8696,0.727
2010,35,351905,3519055,77.66,10.44,11254,0.793
2010,35,351907,3519071,76.51,10.97,188117,0.756
2010,35,351910,3519105,76.03,9.7,9808,0.745
2010,35,351920,3519204,76.42,11.51,6419,0.733
2010,35,351925,3519253,75.87,11,4512,0.674
2010,35,351930,3519303,73.81,9.72,30672,0.703
2010,35,351940,3519402,75.48,9.17,10864,0.74
2010,35,351950,3519501,74.03,9.61,6702,0.708
2010,35,351960,3519600,75.76,9.61,52956,0.747
2010,35,351970,3519709,74.91,10.2,70850,0.71
2010,35,351980,3519808,73.34,10.32,7448,0.72
2010,35,351990,3519907,73.85,11.12,7580,0.736
2010,35,352000,3520004,75.3,10.5,23255,0.727
2010,35,352010,3520103,75.08,10.31,27724,0.768
2010,35,352020,3520202,76.28,9.75,8772,0.711
2010,35,352030,3520301,75.84,10.09,28708,0.726
2010,35,352040,3520400,75.56,10.63,28026,0.756
2010,35,352042,3520426,74.36,10.15,8894,0.725
2010,35,352044,3520442,77.24,12.13,24998,0.812
2010,35,352050,3520509,75.22,10.68,201009,0.788
2010,35,352060,3520608,75.56,12.55,4819,0.761
2010,35,352070,3520707,75.11,10.77,3848,0.751
2010,35,352080,3520806,75.95,11.34,3585,0.759
2010,35,352090,3520905,74.66,10.13,13634,0.727
2010,35,352100,3521002,73.86,10.37,26427,0.719
2010,35,352110,3521101,75.7,10.83,5961,0.753
2010,35,352115,3521150,75.33,10.24,4460,0.73
2010,35,352120,3521200,73.96,11.78,4274,0.703
2010,35,352130,3521309,75.9,10.82,14111,0.749
2010,35,352140,3521408,76.76,10.18,19969,0.776
2010,35,352150,3521507,75.63,9.96,7224,0.713
2010,35,352160,3521606,75.33,9.53,6402,0.712
2010,35,352170,3521705,73.18,10.07,17739,0.693
2010,35,352180,3521804,74.77,10.52,22559,0.713
2010,35,352190,3521903,74.94,10,14490,0.73
2010,35,352200,3522000,74.39,10.91,3246,0.705
2010,35,352210,3522109,74.36,11.36,86728,0.745
2010,35,352215,3522158,72.2,11.82,3224,0.68
2010,35,352220,3522208,76.09,10.49,148965,0.742
2010,35,352230,3522307,76.86,9.83,140581,0.763
2010,35,352240,3522406,73.18,10.76,87462,0.732
2010,35,352250,3522505,76.28,10.94,200590,0.735
2010,35,352260,3522604,76.1,9.29,67517,0.762
